id	name	description	start_npc_id	start_npc_name	start_npc_additional	start_npc_icon	location	level_min	level_max	rewards	steps	chronicle	link
293	The Hidden Veins	Elder Filaur asks you defeat the Utuku Orcs and bring the Chrysolite Ore they possess . Also collect the four pieces of the map that reveals the location of the vein, and take them to Maphr Priestess Chichirin who will put them together for you. Then, take the map to Elder Filaur to claim a great reward. Hunt in the Frozen Valley - Utuku Orcs, and Utuku Orc Grunts. Hunt in the Western Mining Zone - Utuku Orc Archers.Hidden Ore MapNGx999	30535	Filaur	Gray Pillar Member	skill4416_dwarf	[{"top": 678.05084745763, "left": 2341.9491525424}]	6	15	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Elder Filaur asks you defeat the Utuku Orcs and bring the Chrysolite Ore they possess . Also collect the four pieces of the map that reveals the location of the vein, and take them to Maphr Priestess Chichirin who will put them together for you. Then, take the map to Elder Filaur to claim a great reward. Hunt in the Frozen Valley - Utuku Orcs, and Utuku Orc Grunts. Hunt in the Western Mining Zone - Utuku Orc Archers.Hidden Ore MapNGx999", "npc": {"id": "293", "name": "Filaur", "additional": "Gray Pillar Member", "icon": "skill4416_dwarf"}, "item": {"id": "1490", "name": "Hidden Ore Map", "icon": "etc_recipe_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Chrysolite", "description": "Elder Filaur asks you defeat the Utuku Orcs and bring the Chrysolite Ore they possess . Also collect the four pieces of the map that reveals the location of the vein, and take them to Maphr Priestess Chichirin who will put them together for you. Then, take the map to Elder Filaur to claim a great reward. Hunt in the Frozen Valley - Utuku Orcs, and Utuku Orc Grunts. Hunt in the Western Mining Zone - Utuku Orc Archers.Hidden Ore MapNGx999", "npc": null, "item": {"id": "1490", "name": "Hidden Ore Map", "icon": "etc_recipe_blue_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/293-the-hidden-veins/lu4
294	Covert Business	You've collected 100 bat fangs. Hurry and take them to Elder Keef of the Bronze Key Guild before anyone sees you.	30534	Keef	Bronze Key's	skill4416_dwarf	[{"top": 676.87570621469, "left": 2342.4406779661}]	10	16	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Elder Keef asked to hunt bats and bring back their fangs. Hunt to the Western Mining Zone: Blade Bats and Barbed Bats.Bat FangNGx999", "npc": {"id": "294", "name": "Keef", "additional": "Bronze Key's", "icon": "skill4416_dwarf"}, "item": {"id": "1491", "name": "Bat Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 2, "title": "Hardin's Request", "description": "Elder Keef asked to hunt bats and bring back their fangs. Hunt to the Western Mining Zone: Blade Bats and Barbed Bats.Bat FangNGx999", "npc": null, "item": {"id": "1491", "name": "Bat Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Bronze Key's Keef", "description": "You've collected 100 bat fangs. Hurry and take them to Elder Keef of the Bronze Key Guild before anyone sees you.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/294-covert-business/lu4
295	Dreaming of the Skies	You have collected floating stones. Take them to Elder Arin of the Black Anvil Guild in Dwarven Village to claim your reward.	30536	Arin	Black Anvil's	skill4416_dwarf	[{"top": 676.66101694915, "left": 2341.9491525424}]	11	15	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Elder Arin asks you hunt to spiders and collect floating stones and bring them to him. Hunt to the Western Mining Zone: Magical Weavers.Floating StoneNGx999", "npc": {"id": "295", "name": "Arin", "additional": "Black Anvil's", "icon": "skill4416_dwarf"}, "item": {"id": "1492", "name": "Floating Stone", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Collect Floating Stones", "description": "Elder Arin asks you hunt to spiders and collect floating stones and bring them to him. Hunt to the Western Mining Zone: Magical Weavers.Floating StoneNGx999", "npc": null, "item": {"id": "1492", "name": "Floating Stone", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Arin", "description": "You have collected floating stones. Take them to Elder Arin of the Black Anvil Guild in Dwarven Village to claim your reward.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/295-dreaming-of-the-skies/lu4
296	Tarantula's Spider Silk	Trader Mion asks you to collect tarantula spider silk. Kill the tarantulas and bring back their silk for a reward. Monsters to Hunt - Hunter Tarantulas and Plunder Tarantulas.Tarantula SpinneretteNGx999	30519	Mion	Grocer	skill4416_dwarf	[{"top": 683.0395480226, "left": 2342.8813559322}]	15	21	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Trader Mion asks you to collect tarantula spider silk. Kill the tarantulas and bring back their silk for a reward. Monsters to Hunt - Hunter Tarantulas and Plunder Tarantulas.Tarantula SpinneretteNGx999", "npc": {"id": "296", "name": "Mion", "additional": "Grocer", "icon": "skill4416_dwarf"}, "item": {"id": "1494", "name": "Tarantula Spinnerette", "icon": "etc_pouch_gray_i00", "grade": "NG"}}, {"number": 2, "title": "Material for Formal Wear", "description": "Trader Mion asks you to collect tarantula spider silk. Kill the tarantulas and bring back their silk for a reward. Monsters to Hunt - Hunter Tarantulas and Plunder Tarantulas.Tarantula SpinneretteNGx999", "npc": null, "item": {"id": "1494", "name": "Tarantula Spinnerette", "icon": "etc_pouch_gray_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/296-tarantulas-spider-silk/lu4
297	Gatekeeper's Favor	You have obtained 20 starstones. Take them to Gatekeeper Wirphy in Dwarven Village.	30540	Wirphy	Gatekeeper	skill4416_dwarf	[{"top": 679.35593220339, "left": 2336.1242937853}]	15	21	[{"name": "Gatekeeper TokenNG", "icon": "etc_coins_silver_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Gatekeeper Wirphy of the Dwarven Village is made from the technology of ancient giants. She is exhausted after teleporting a large group of traders. She asks you to collect 20 starstones, the ancient giants' source of energy, and bring them to her. Hunt the whinstone golems.StarstoneNGx20", "npc": {"id": "297", "name": "Wirphy", "additional": "Gatekeeper", "icon": "skill4416_dwarf"}, "item": {"id": "1573", "name": "Starstone", "icon": "etc_crystal_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Collect Starstones", "description": "Gatekeeper Wirphy of the Dwarven Village is made from the technology of ancient giants. She is exhausted after teleporting a large group of traders. She asks you to collect 20 starstones, the ancient giants' source of energy, and bring them to her. Hunt the whinstone golems.StarstoneNGx20", "npc": null, "item": {"id": "1573", "name": "Starstone", "icon": "etc_crystal_blue_i00", "grade": "NG"}}, {"number": 3, "title": "Wirphy's Energy Source", "description": "You have obtained 20 starstones. Take them to Gatekeeper Wirphy in Dwarven Village.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/297-gatekeepers-favor/lu4
298	Lizardmen's Conspiracy	You've discovered clues to the conspiracy between the Maille Lizardmen and the arachnids. Return to Magister Rohmer.	30333	Praga	Guard	skill4416_human	[{"top": 2386.7231638418, "left": 1592.0847457627}]	25	34	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Magister Rohmer of the Town of Gludio has been observing the activities of the Maille Lizardmen on the west side of town. Guard Praga asks you to deliver the data and reports his men have collected to Magister Rohmer.Patrol's ReportNG", "npc": {"id": "298", "name": "Praga", "additional": "Guard", "icon": "skill4416_human"}, "item": {"id": "7184", "name": "Shining Red Gem", "icon": "etc_bead_red_i00", "grade": "NG"}}, {"number": 2, "title": "The Guard's Report", "description": "Magister Rohmer of the Town of Gludio has been observing the activities of the Maille Lizardmen on the west side of town. Guard Praga asks you to deliver the data and reports his men have collected to Magister Rohmer.Patrol's ReportNG", "npc": null, "item": {"id": "7184", "name": "Shining Red Gem", "icon": "etc_bead_red_i00", "grade": "NG"}}, {"number": 3, "title": "Search for Beads", "description": "Master Romer asks to hunt Maille lizardmen and spiders to get beads. Monsters to Hunt: Maille Lizardman Warriors, Maille Lizardman Shamans, Maille Lizardman Matriarchs, Poison Arachnids and King Arachnids.Shining Red GemNGx999", "npc": null, "item": {"id": "7184", "name": "Shining Red Gem", "icon": "etc_bead_red_i00", "grade": "NG"}}, {"number": 4, "title": "Collection Complete", "description": "You've discovered clues to the conspiracy between the Maille Lizardmen and the arachnids. Return to Magister Rohmer.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/298-lizardmens-conspiracy/lu4
299	Gather Ingredients for Pie	After much hard work, you've collected pouches of honey. Deliver them to Mrs. Emily.Honey PouchNGx999	30620	Emily		skill4416_human	[{"top": 2510.8192090395, "left": 1802.4350282486}]	34	40	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Mrs. Emily wants to bake a pie for the tea party at the temple this weekend. Collect honey from wasps in the Beehive area. Monsters to Hunt: Wasp Leaders, Wasp WorkersHoney PouchNGx999", "npc": {"id": "299", "name": "Emily", "additional": null, "icon": "skill4416_human"}, "item": {"id": "7138", "name": "Honey Pouch", "icon": "etc_seed_yellow_i00", "grade": "NG"}}, {"number": 2, "title": "Collecting Honey Pouches", "description": "Mrs. Emily wants to bake a pie for the tea party at the temple this weekend. Collect honey from wasps in the Beehive area. Monsters to Hunt: Wasp Leaders, Wasp WorkersHoney PouchNGx999", "npc": null, "item": {"id": "7138", "name": "Honey Pouch", "icon": "etc_seed_yellow_i00", "grade": "NG"}}, {"number": 3, "title": "Collection of Honey Pouches Completed", "description": "After much hard work, you've collected pouches of honey. Deliver them to Mrs. Emily.Honey PouchNGx999", "npc": null, "item": {"id": "7138", "name": "Honey Pouch", "icon": "etc_seed_yellow_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/299-gather-ingredients-for-pie/lu4
300	Leto Lizardmen Hunting	You've collected all the evidence that you hunted Leto Lizardmen. Hurry up and take them to Guard Rath.	30126	Rath	Guard	skill4416_human	[{"top": 2485.0847457627, "left": 2160.9378531073}]	34	39	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Destroy all Leto Lizardmen in the Plains of the Lizardmen except their Shamans to avoid interrupting the strange ritual. Monsters to be hunted: Leto Lizardmen, Leto Lizardman Archers, Leto Lizardman Soldiers, Leto Lizardman Chiefs and Leto Lizardman Warriors.Bracelet of LizardmanNGx999", "npc": {"id": "300", "name": "Rath", "additional": "Guard", "icon": "skill4416_human"}, "item": {"id": "7139", "name": "Bracelet of Lizardman", "icon": "etc_leash_i00", "grade": "NG"}}, {"number": 2, "title": "Hunt Leto Lizardman", "description": "Destroy all Leto Lizardmen in the Plains of the Lizardmen except their Shamans to avoid interrupting the strange ritual. Monsters to be hunted: Leto Lizardmen, Leto Lizardman Archers, Leto Lizardman Soldiers, Leto Lizardman Chiefs and Leto Lizardman Warriors.Bracelet of LizardmanNGx999", "npc": null, "item": {"id": "7139", "name": "Bracelet of Lizardman", "icon": "etc_leash_i00", "grade": "NG"}}, {"number": 3, "title": "Collection of Lizardmen's Bracelets Completed", "description": "You've collected all the evidence that you hunted Leto Lizardmen. Hurry up and take them to Guard Rath.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/300-leto-lizardmen-hunting/lu4
303	Collect Arrowheads	You've collected 40 arrowheads from Tunath Orc marksmen. Take them to Master Minia of the Fighters Guild in Talking Island Village.	30029	Minia	Master	skill4416_human	[{"top": 3059.2485875706, "left": 1216.0847457627}]	10	14	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Master Minia of the Fighters Guild is a collector of odd weapons. She has recently become interested in the weaponry of the Tunath Orc Marksmen, and asks you to retrieve their arrowheads in the Elven Ruins.Orcish ArrowheadNGx40", "npc": {"id": "303", "name": "Minia", "additional": "Master", "icon": "skill4416_human"}, "item": {"id": "963", "name": "Orcish Arrowhead", "icon": "weapon_winged_spear_i00", "grade": "NG"}}, {"number": 2, "title": "Tunath Orcs' Bow", "description": "Master Minia of the Fighters Guild is a collector of odd weapons. She has recently become interested in the weaponry of the Tunath Orc Marksmen, and asks you to retrieve their arrowheads in the Elven Ruins.Orcish ArrowheadNGx40", "npc": null, "item": {"id": "963", "name": "Orcish Arrowhead", "icon": "weapon_winged_spear_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Master Minia", "description": "You've collected 40 arrowheads from Tunath Orc marksmen. Take them to Master Minia of the Fighters Guild in Talking Island Village.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/303-collect-arrowheads/lu4
306	Crystals of Fire and Ice	Trader Katerina asks you to go to the Elven Ruins and collect flame and ice shards. Hunt in the Elven Ruins - Salamanders, Salamander Elders, Salamander Nobles, Undines, Undine Elders and Undine Nobles.Ice ShardNGx999	30004	Katerina	Grocer	skill4416_human	[{"top": 3044.209039548, "left": 1210.2711864407}]	17	23	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Trader Katerina asks you to go to the Elven Ruins and collect flame and ice shards. Hunt in the Elven Ruins - Salamanders, Salamander Elders, Salamander Nobles, Undines, Undine Elders and Undine Nobles.Ice ShardNGx999", "npc": {"id": "306", "name": "Katerina", "additional": "Grocer", "icon": "skill4416_human"}, "item": {"id": "1021", "name": "Ice Shard", "icon": "etc_crystal_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Soulstone Fragment", "description": "Trader Katerina asks you to go to the Elven Ruins and collect flame and ice shards. Hunt in the Elven Ruins - Salamanders, Salamander Elders, Salamander Nobles, Undines, Undine Elders and Undine Nobles.Ice ShardNGx999", "npc": null, "item": {"id": "1021", "name": "Ice Shard", "icon": "etc_crystal_blue_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/306-crystals-of-fire-and-ice/lu4
313	Collect Spores	You've collected 10 spore sacs. Take them to Trader Herbiel of the Elven Village so that they can be used for spore research.	30150	Herbiel	Grocer	skill4416_elf	[{"top": 1968.6949152542, "left": 1927.615819209}]	8	13	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Herbiel asks you collect spore sacs in the Elven Forest. Monsters to be hunted: Spore Fungus.Spore SacNGx999", "npc": {"id": "313", "name": "Herbiel", "additional": "Grocer", "icon": "skill4416_elf"}, "item": {"id": "1118", "name": "Spore Sac", "icon": "etc_pouch_brown_i00", "grade": "NG"}}, {"number": 2, "title": "Research of Spores", "description": "Herbiel asks you collect spore sacs in the Elven Forest. Monsters to be hunted: Spore Fungus.Spore SacNGx999", "npc": null, "item": {"id": "1118", "name": "Spore Sac", "icon": "etc_pouch_brown_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Trader Herbiel", "description": "You've collected 10 spore sacs. Take them to Trader Herbiel of the Elven Village so that they can be used for spore research.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/313-collect-spores/lu4
316	Destroy Plague Carriers	Master Ellenia asks you to kill the ratmen that are nesting in the Elven Underground Fortress. Hunt: Sukar Wererats, Sukar Wererat Leaders and Varool Foulclaw.Varool Foulclaw's FangNG	30155	Ellenia	Master	skill4416_elf	[{"top": 1980.3785310734, "left": 1944.3333333333}]	18	24	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Master Ellenia asks you to kill the ratmen that are nesting in the Elven Underground Fortress. Hunt: Sukar Wererats, Sukar Wererat Leaders and Varool Foulclaw.Varool Foulclaw's FangNG", "npc": {"id": "316", "name": "Ellenia", "additional": "Master", "icon": "skill4416_elf"}, "item": {"id": "1043", "name": "Varool Foulclaw's Fang", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 2, "title": "Plague Carriers", "description": "Master Ellenia asks you to kill the ratmen that are nesting in the Elven Underground Fortress. Hunt: Sukar Wererats, Sukar Wererat Leaders and Varool Foulclaw.Varool Foulclaw's FangNG", "npc": null, "item": {"id": "1043", "name": "Varool Foulclaw's Fang", "icon": "etc_horn_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/316-destroy-plague-carriers/lu4
